1052 3
381 552 346
565 383 384
351 385 352
311 356 377
379 386 387
340 388 341
302 338 315
110 102 389
98 107 357
106 105 344
115 559 554
167 176 304
186 188 308
175 181 312
190 194 329
360 567 361
363 391 560
366 392 367
561 566 332
562 395 314
370 396 371
373 354 353
354 569 325
398 347 382
565 384 563
381 346 400
381 400 386
384 375 563
385 401 352
375 351 301
401 340 352
399 558 402
301 350 302
338 350 342
377 379 307
551 346 348
400 378 328
386 400 387
344 105 550
312 181 313
361 567 365
560 391 564
314 395 372
371 396 374
344 343 553
324 353 325
403 398 404
404 398 399
565 381 383
384 383 385
385 383 405
384 385 351
385 405 401
401 405 376
376 405 379
379 405 386
301 351 350
401 376 380
401 380 340
380 376 356
340 380 388
388 380 355
400 346 378
378 346 551
404 399 402
357 107 359
308 188 309
406 353 324
398 349 347
565 552 381
405 383 386
384 351 375
558 321 402
302 350 338
389 102 358
304 176 327
332 566 316
403 349 398
398 382 399
315 338 549
102 98 358
107 106 359
105 115 550
176 186 327
188 175 309
181 190 313
407 360 362
567 555 365
391 366 564
394 369 568
395 370 372
396 373 374
358 357 403
403 357 349
335 356 311
358 403 408
383 381 386
307 379 387
372 371 303
359 344 553
374 353 406
403 404 408
400 328 387
389 358 408
327 308 317
117 110 326
168 167 306
577 407 330
392 410 331
321 303 411
404 402 412
406 324 412
303 371 411
374 406 411
311 377 322
372 303 318
302 315 545
110 389 326
167 304 306
367 392 331
407 362 330
307 387 317
408 404 412
378 305 310
114 135 413
135 168 413
133 117 414
569 133 414
194 203 415
203 577 415
410 416 417
416 561 417
412 402 418
371 374 411
412 324 333
313 329 319
332 316 320
309 312 322
377 307 322
314 372 318
406 412 418
326 389 333
408 412 333
387 328 317
419 341 420
364 419 420
549 339 570
388 355 422
362 361 423
364 368 419
341 388 420
420 388 422
339 341 419
365 364 420
355 335 423
361 365 422
564 367 421
365 420 422
423 361 422
355 423 422
419 368 570
339 419 570
328 378 310
330 362 337
367 331 336
577 330 415
117 326 414
168 306 413
331 410 417
402 321 418
323 114 413
329 194 415
325 569 414
561 332 417
411 406 418
389 408 333
330 329 415
306 323 413
332 331 417
326 325 414
321 411 418
335 319 337
320 334 336
334 421 336
362 423 337
421 367 336
423 335 337
424 425 426
427 428 429
430 431 432
433 434 435
424 426 436
427 429 581
432 431 438
435 434 439
440 441 442
443 444 445
269 446 447
254 448 431
390 576 450
392 451 434
452 453 427
571 452 427
262 443 455
407 572 574
391 440 456
447 457 458
189 182 459
446 263 425
253 269 447
267 253 458
443 267 458
448 259 455
440 363 450
451 366 456
460 461 462
446 463 447
464 573 454
465 464 466
463 467 468
463 468 457
463 457 447
253 447 458
449 360 574
575 453 452
576 573 465
465 573 464
457 468 469
263 265 425
269 263 446
262 267 443
259 262 455
254 259 448
277 254 431
407 577 572
360 407 574
567 360 449
363 390 450
391 363 440
366 391 456
392 366 451
410 392 434
576 465 450
453 428 427
446 425 424
446 424 463
463 424 467
196 189 429
182 578 579
591 460 426
461 471 433
469 466 444
466 469 441
441 469 442
444 466 445
457 469 444
443 458 444
465 466 441
440 450 441
460 462 426
189 459 429
459 182 579
462 461 433
191 201 472
201 277 472
203 196 473
409 203 473
416 410 474
471 416 474
265 294 475
294 591 475
450 465 441
458 457 444
431 448 438
434 451 439
455 443 445
476 455 445
448 455 476
456 440 442
451 456 477
464 454 476
464 476 445
477 456 442
466 464 445
469 468 442
468 477 442
468 467 477
580 430 432
462 433 435
571 427 581
467 424 436
426 462 436
429 459 581
432 454 437
435 467 436
430 191 472
433 471 474
196 429 473
591 426 475
425 265 475
277 431 472
428 409 473
410 434 474
426 425 475
429 428 473
431 430 472
434 433 474
467 435 439
454 432 438
476 454 438
477 467 439
462 435 436
580 432 437
448 476 438
451 477 439
478 582 583
481 482 600
484 485 486
487 488 489
584 480 585
481 600 491
486 485 492
489 488 602
494 495 496
497 498 499
214 500 501
276 502 485
589 503 586
354 587 590
506 507 478
508 506 478
509 510 481
511 509 481
270 582 507
218 494 512
394 482 510
396 588 513
113 112 514
494 217 501
502 223 512
588 370 504
587 373 513
461 460 592
516 506 508
517 516 518
519 509 511
520 519 521
500 216 507
503 369 510
500 507 506
500 506 517
503 510 509
503 509 520
517 506 516
520 509 519
270 275 582
216 270 507
214 216 500
217 214 501
218 217 494
223 218 512
276 223 502
288 276 485
394 393 482
369 394 510
589 369 503
370 395 504
396 370 588
373 396 513
354 373 587
569 354 590
500 517 501
503 520 586
507 582 478
510 482 481
119 113 480
471 461 483
112 123 487
460 591 593
518 521 495
521 518 498
495 521 496
498 518 499
497 586 498
494 501 495
517 518 495
520 521 498
113 514 480
461 592 483
514 112 487
592 460 593
123 133 522
133 397 522
540 119 594
275 131 523
294 288 524
470 294 524
595 416 596
416 471 596
501 517 495
586 520 498
488 505 602
485 502 492
597 497 499
598 597 499
587 513 599
502 512 527
512 494 496
516 508 598
516 598 499
519 511 527
521 519 496
527 512 496
518 516 499
519 527 496
514 487 489
515 484 486
508 478 490
511 481 491
480 514 585
600 515 491
489 601 585
486 511 491
487 123 522
484 470 524
119 480 594
471 483 596
582 275 523
288 485 524
482 393 525
397 488 522
480 479 594
600 482 525
485 484 524
488 487 522
601 489 602
511 486 492
598 508 493
527 511 492
514 489 585
515 486 491
505 526 602
502 527 492
